,sentence,class
2397,Having listened to and enjoyed Harvey Bernhard's Omen II commentary I was shocked to discover he was also behind this absolute piece of rubbish.,0
2398,Tim Taylor is an abusive acholoic drug addict. He's a coward and a child and has absolutely no redeeming qualities as an actor or a person.,0
2399,I have to admit that Holly was not on my watch list for the Edinburgh Film Festival.,0
2400,"My one line summary should explain it all, but I'll have a go at it.From the get-go, this movie seemed like an overdone soap opera,",0
2401,"Okay okay, I must admit, I do somewhat like Peter Liapis and I'll admit this is not the best Ghoulies sequel.",0
2402,I have always loved the ironic symbolism and brilliant cinematography of Coppola's masterpiece.,0
2403,I sat down to watch this movie with my friends with very low expectations. My expectations were no where near low enough.,0
2404,I don't think this movie was rated correctly. I took my copy and blacked out the PG rating and wrote down R.,0
2405,This film is really a big piece of trash trying to make itself look like a Hollywood production.Poor story outline(stupid robot story)...ultra bad acting by,0
2406,I'm a Geena Davis fan for life because of this movie. I've always loved Samuel L Jackson. And the two make a great pair on screen.,0
2407,A great 90's flick! Parker Posey is fabulous in this story about the nightlife in Manhattan that requires so much cash.,0
2408,"This fantasy was utter garbage. I thought Michael Moore cornered the market on ridiculous anti-government movies, but this one was far worse than anything he ever did.",0
2409,Satan's Little Helper is one of the better B Horror movies I have seen. When I say better I mean the story.,0
2410,"Cartoon-like special effects, horrible acting and dialogue, and dry plot! This movie has it all! My friend and I went to blockbuster to find a",0
2411,"Much about this movie was beautiful. The acting, the scenery, and without a doubt, Aaron's cinematography background showed through on the beautiful shots.",0
2412,"I will admit I didn't pay full attention to everything going on in this film, but to be honest, I don't think it would have mattered.",0
2413,From all the bad comments about this movie and add them up I feel the same way. It may look like the Australians are weaklings instead they were brave soldiers.,0
2414,"Eh. This is a popcorn movie, nothing more.",0
2415,To say I was disappointed is an understatement. An amateur film made by professionals.,0
2416,This picture for me scores very highly as it is a hugely enjoyable and amusing spoof of Alien Invaders taking over a town and many,0
2417,"What I hoped for (or even expected) was the well known ""stop motion"" imagery and extreme slow motions, extreme zooms and all embracing fish eye takes.",0
2418,The turgid pace of this movie numbs us to any shocks that it might provide. There was no real suspense. Most of the characters were insipid.,0
2419,"Not the best of the Lone Star series, but it moves along quickly with good performances.",0
2420,"I saw this movie with a friend who ran a marathon with me, and we both had the same feeling about it: it wasn't terribly",0
2421,"""The Love Letter"" is a somewhat pleasant, very very low-key romantic comedy in which the use of just the right few words in a mysterious",0
2422,My wife and I just finished watching Bûsu AKA The Booth. She fell asleep during some parts of the movie.,0
2423,"May be spoilers so do not read if you do not want to Just like watching the TV news , everything is already happened, a",0
2424,"it's a lovely movie ,it deeply reflects the Chinese underground bands' current lives. if you chinese culture ,traditionaled rock n roll music, there you go,",0
2425,"IN COLD BLOOD has to be ranked as first-rate movie-making, even if the subject matter is about as grim as it gets in the world",0
2426,"It's Die Hard meets Cliffhanger when a ski resort is besieged by terrorists and it's up to one cop, Jack (Crackerjack) to stop this.A B-action",0
2427,People like me will tear this movie apart. It's just not realistic. The Plot is sooooooo predictable.,0
2428,I was totally surprised just how good this movie actually is because when I first saw it I was only mildly amused! I must say,0
2429,"The oddly-named Vera-Ellen was to movie dancing what Sonja Henie was to movie ice-skating: blonde, girlish, always delightful to watch, but not an especially good",0
2430,"Once I watched The Tenant and interpreted it as a horror movie. It uses many of the tropes of the genre: the sinister apartment, suspicious neighbors, apparitions, mysteries, hallucinations.",0
2431,"Demi and Woody are married, but they're poor. They meet Robert Redford, and he's REALLY rich.",0
2432,"The ""Wrinkle in Time"" book series is my favorite series from childhood. I have read and re-read them more times than I can count over the last 35+ years.",0
2433,"I've seen this film criticized with the statement, ""If you can get past the moralizing..."" That misses the point. Moralizing is in the conscience of the beholder, as it were.",0
2434,"I must warn you, there are some spoilers in it. But to start it off, I got ""Spanish Judges"" on February I think.",0
2435,Not the best of the films to be watched nowadays. I read a lot of reviews about Shining and was expecting it to be very good.,0
2436,"I had intended to commemorate the 10th anniversary of Marcello Mastroianni's passing with numerous unwatched films of his that I own on VHS; however, given",0
2437,"Actually, Goldie Hawn is from Washington (Takoma Park, Maryland), but I digress. This is sort of a Mr.",0
2438,"I was looking for a documentary of the same journalistic quality as Frontline or ""Fog of War"" (by Errol Morris).",0
2439,"For anyone with a moderate sensibility, a moderate feeling of the human and humane condition, for anyone capable of getting above the Hollywood ilk, for",0
2440,"I am stunned to discover the amount of fans this show has. Haven't said that Friends was, at best an 'average' sitcom, and not as great as others have made out.",0
2441,"""The Invisible Ray"" is part science fiction and part horror. It was also the third of seven Karloff/Lugosi features.",0
2442,"The exclamation point in the title is appropriate, albeit an understatement.",0
